workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min,join_date,age,gender,city,membership_type,height_cm,weight_kg,referral_source,is_student,gender_clean,city_clean,height_m,BMI,age_group,tenure_days
2110,154,2024-01-12 22:00:00,Cardio,53.0,420.1,134.6,5.0,Yas Mall,Cardio,2024-01-12,2024-01-01,Friday,22,7.926415094339623,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,75
2111,154,2024-08-19 13:00:00,Class,67.0,447.4,138.0,3.0,Downtown,Class,2024-08-19,2024-08-01,Monday,13,6.677611940298507,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,295
2112,154,2023-11-12 12:00:00,Yoga,43.0,303.0,102.4,2.0,Downtown,Yoga,2023-11-12,2023-11-01,Sunday,12,7.046511627906977,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,14
2113,154,2024-05-23 10:45:00,Cardio,42.0,346.6,145.4,3.0,Corniche,Cardio,2024-05-23,2024-05-01,Thursday,10,8.252380952380953,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,207
2114,154,2024-07-11 16:00:00,Strength,31.0,254.7,109.9,3.0,Yas Mall,Strength,2024-07-11,2024-07-01,Thursday,16,8.216129032258063,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,256
2115,154,2024-02-01 13:30:00,Cardio,68.0,598.0,118.9,3.0,Yas Mall,Cardio,2024-02-01,2024-02-01,Thursday,13,8.794117647058824,2023-10-29,24.0,Female,Al Ain,Premium,169.1,77.7,Walk-in,0,Female,Al Ain,1.6909999999999998,27.172763169260442,18-25,95
2116,155,2024-05-06 16:00:00,Yoga,68.0,463.8,106.7,1.0,Corniche,Yoga,2024-05-06,2024-05-01,Monday,16,6.820588235294117,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,29
2117,155,2024-12-14 18:00:00,Yoga,42.0,325.3,150.3,4.0,Yas Mall,Yoga,2024-12-14,2024-12-01,Saturday,18,7.745238095238095,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,251
2118,155,2024-08-16 22:45:00,Cardio,67.0,477.1,122.7,5.0,Downtown,Cardio,2024-08-16,2024-08-01,Friday,22,7.12089552238806,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,131
2119,155,2024-09-27 11:45:00,Cardio,49.0,327.4,131.5,1.0,Corniche,Cardio,2024-09-27,2024-09-01,Friday,11,6.681632653061224,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,173
2120,155,2024-09-05 07:30:00,Class,42.0,215.2,120.7,4.0,Yas Mall,Class,2024-09-05,2024-09-01,Thursday,7,5.123809523809523,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,151
2121,155,2024-06-18 16:15:00,Strength,89.0,327.2,136.0,4.0,Yas Mall,Strength,2024-06-18,2024-06-01,Tuesday,16,3.676404494382022,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,72
2122,155,2024-12-25 09:00:00,cardio,54.0,390.0,115.2,3.0,Corniche,Cardio,2024-12-25,2024-12-01,Wednesday,9,7.222222222222222,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,262
2123,155,2024-12-07 06:45:00,Strength,57.0,323.0,111.4,3.0,Corniche,Strength,2024-12-07,2024-12-01,Saturday,6,5.666666666666667,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,244
2124,155,2024-12-24 20:30:00,Strength,43.0,243.2,133.9,4.0,Marina Mall,Strength,2024-12-24,2024-12-01,Tuesday,20,5.655813953488372,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,261
2125,155,2024-07-03 09:00:00,Cardio,50.0,390.1,139.5,5.0,Yas Mall,Cardio,2024-07-03,2024-07-01,Wednesday,9,7.8020000000000005,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,87
2126,155,2024-11-17 06:30:00,Yoga,34.0,240.5,148.3,4.0,Corniche,Yoga,2024-11-17,2024-11-01,Sunday,6,7.073529411764706,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,224
2127,155,2024-11-19 07:00:00,Cardio,41.0,308.6,136.4,5.0,Corniche,Cardio,2024-11-19,2024-11-01,Tuesday,7,7.526829268292683,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,226
2128,155,2024-11-09 13:15:00,Cardio,45.0,391.8,120.2,3.0,Marina Mall,Cardio,2024-11-09,2024-11-01,Saturday,13,8.706666666666667,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,216
2129,155,2024-11-15 14:00:00,Cardio,59.0,514.8,150.3,5.0,Corniche,Cardio,2024-11-15,2024-11-01,Friday,14,8.725423728813558,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,222
2130,155,2024-09-04 19:15:00,Cardio,69.0,527.3,114.2,4.0,Downtown,Cardio,2024-09-04,2024-09-01,Wednesday,19,7.642028985507245,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,150
2131,155,2024-12-03 10:00:00,Cardio,15.0,117.3,130.3,5.0,Downtown,Cardio,2024-12-03,2024-12-01,Tuesday,10,7.819999999999999,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,240
2132,155,2024-12-31 09:45:00,Cardio,54.0,1572.9,101.6,4.0,Corniche,Cardio,2024-12-31,2024-12-01,Tuesday,9,29.12777777777778,2024-04-07,38.0,Male,Sharjah,Standard,170.2,86.3,Walk-in,1,Male,Sharjah,1.702,29.79145292536188,36-45,268
2133,156,2023-10-10 11:15:00,Cardio,50.0,323.3,147.1,1.0,Downtown,Cardio,2023-10-10,2023-10-01,Tuesday,11,6.466,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,54
2134,156,2024-04-29 13:30:00,Yoga,52.0,360.2,128.5,3.0,Downtown,Yoga,2024-04-29,2024-04-01,Monday,13,6.926923076923076,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,256
2135,156,2024-04-25 16:15:00,Cardio,53.0,467.1,132.6,2.0,Yas Mall,Cardio,2024-04-25,2024-04-01,Thursday,16,8.813207547169812,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,252
2136,156,2023-10-20 16:30:00,Cardio,58.0,528.5,143.6,1.0,Downtown,Cardio,2023-10-20,2023-10-01,Friday,16,9.112068965517242,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,64
2137,156,2023-10-17 10:30:00,Cardio,62.0,549.8,132.6,3.0,Yas Mall,Cardio,2023-10-17,2023-10-01,Tuesday,10,8.86774193548387,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,61
2138,156,2024-05-21 12:45:00,Strength,35.0,156.1,124.7,3.0,Corniche,Strength,2024-05-21,2024-05-01,Tuesday,12,4.46,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,278
2139,156,2024-07-29 13:00:00,Cardio,48.0,391.5,123.8,2.0,Corniche,Cardio,2024-07-29,2024-07-01,Monday,13,8.15625,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,347
2140,156,2023-09-05 18:30:00,Cardio,37.0,243.7,119.5,4.0,Marina Mall,Cardio,2023-09-05,2023-09-01,Tuesday,18,6.5864864864864865,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,19
2141,156,2024-02-26 07:45:00,Cardio,31.0,218.4,106.2,5.0,Downtown,Cardio,2024-02-26,2024-02-01,Monday,7,7.04516129032258,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,193
2142,156,2024-02-19 06:00:00,Class,41.0,282.9,144.1,3.0,Marina Mall,Class,2024-02-19,2024-02-01,Monday,6,6.8999999999999995,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,186
2143,156,2024-02-28 18:15:00,Cardio,55.0,339.6,128.8,2.0,Downtown,Cardio,2024-02-28,2024-02-01,Wednesday,18,6.174545454545455,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,195
2144,156,2024-04-18 20:30:00,Cardio,74.0,602.9,109.1,3.0,Corniche,Cardio,2024-04-18,2024-04-01,Thursday,20,8.147297297297296,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,245
2145,156,2024-08-10 21:15:00,Yoga,55.0,357.7,147.2,5.0,Yas Mall,Yoga,2024-08-10,2024-08-01,Saturday,21,6.503636363636363,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,359
2146,156,2023-11-19 22:45:00,Cardio,45.0,305.2,102.8,3.0,Marina Mall,Cardio,2023-11-19,2023-11-01,Sunday,22,6.782222222222222,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,94
2147,156,2024-07-18 07:00:00,Cardio,44.0,411.1,141.9,1.0,Marina Mall,Cardio,2024-07-18,2024-07-01,Thursday,7,9.343181818181819,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,336
2148,156,2023-08-17 13:45:00,Class,72.0,439.5,143.8,2.0,Corniche,Class,2023-08-17,2023-08-01,Thursday,13,6.104166666666667,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,0
2149,156,2024-05-28 19:30:00,Yoga,31.0,230.0,110.1,5.0,Yas Mall,Yoga,2024-05-28,2024-05-01,Tuesday,19,7.419354838709677,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,285
2150,156,2024-03-20 21:45:00,Class,36.0,187.3,125.2,5.0,Marina Mall,Class,2024-03-20,2024-03-01,Wednesday,21,5.202777777777778,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,216
2151,156,2024-08-10 08:00:00,Cardio,54.0,420.0,112.9,3.0,Yas Mall,Cardio,2024-08-10,2024-08-01,Saturday,8,7.777777777777778,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,359
2152,156,2023-11-27 17:45:00,Strength,75.0,421.0,124.0,5.0,Marina Mall,Strength,2023-11-27,2023-11-01,Monday,17,5.613333333333333,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,102
2153,156,2024-06-03 18:15:00,Strength,47.0,228.1,130.2,1.0,Downtown,Strength,2024-06-03,2024-06-01,Monday,18,4.853191489361702,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,291
2154,156,2023-08-30 15:30:00,Yoga,45.0,300.5,113.8,4.0,Downtown,Yoga,2023-08-30,2023-08-01,Wednesday,15,6.677777777777778,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,13
2155,156,2024-01-15 15:00:00,Cardio,29.0,243.8,155.7,1.0,Marina Mall,Cardio,2024-01-15,2024-01-01,Monday,15,8.406896551724138,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,151
2156,156,2023-09-28 13:00:00,Strength,52.0,352.0,184.6,5.0,Corniche,Strength,2023-09-28,2023-09-01,Thursday,13,6.769230769230769,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,42
2157,156,2024-01-27 20:00:00,Strength,34.0,272.7,137.8,4.0,Downtown,Strength,2024-01-27,2024-01-01,Saturday,20,8.020588235294117,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,163
2158,156,2023-12-13 16:30:00,Cardio,43.0,314.3,128.3,4.0,Yas Mall,Cardio,2023-12-13,2023-12-01,Wednesday,16,7.309302325581395,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,118
2159,156,2023-10-18 09:00:00,Strength,54.0,327.2,141.0,5.0,Corniche,Strength,2023-10-18,2023-10-01,Wednesday,9,6.059259259259259,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,62
2160,156,2024-01-03 09:45:00,Cardio,55.0,447.2,128.3,1.0,Yas Mall,Cardio,2024-01-03,2024-01-01,Wednesday,9,8.13090909090909,2023-08-17,32.0,Male,Al Ain,Premium,167.9,62.2,Friend,0,Male,Al Ain,1.679,22.064240995430715,26-35,139
2161,157,2024-12-01 22:45:00,Cardio,34.0,265.9,130.3,4.0,Marina Mall,Cardio,2024-12-01,2024-12-01,Sunday,22,7.820588235294117,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,228
2162,157,2024-08-19 19:45:00,Cardio,59.0,422.0,122.1,2.0,Downtown,Cardio,2024-08-19,2024-08-01,Monday,19,7.1525423728813555,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,124
2163,157,2024-04-23 12:45:00,Cardio,54.0,424.0,140.6,2.0,Marina Mall,Cardio,2024-04-23,2024-04-01,Tuesday,12,7.851851851851852,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,6
2164,157,2024-11-05 09:15:00,Yoga,84.0,549.7,155.0,3.0,Corniche,Yoga,2024-11-05,2024-11-01,Tuesday,9,6.544047619047619,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,202
2165,157,2024-06-23 08:15:00,Cardio,42.0,264.9,88.1,2.0,Corniche,Cardio,2024-06-23,2024-06-01,Sunday,8,6.307142857142857,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,67
2166,157,2024-08-19 17:15:00,Strength,50.0,285.8,131.9,3.0,Yas Mall,Strength,2024-08-19,2024-08-01,Monday,17,5.716,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,124
2167,157,2024-11-06 15:30:00,Cardio,53.0,411.8,153.3,5.0,Marina Mall,Cardio,2024-11-06,2024-11-01,Wednesday,15,7.769811320754717,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,203
2168,157,2024-08-01 14:00:00,Cardio,54.0,1667.7,151.2,3.0,Corniche,Cardio,2024-08-01,2024-08-01,Thursday,14,30.883333333333333,2024-04-17,41.0,Male,Abu Dhabi,Basic,173.9,63.2,Friend,1,Male,Abu Dhabi,1.739,20.898634677646825,36-45,106
2169,158,2023-10-01 11:00:00,Strength,52.0,230.7,152.1,3.0,Yas Mall,Strength,2023-10-01,2023-10-01,Sunday,11,4.436538461538461,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,254
2170,158,2023-06-15 06:15:00,Cardio,54.0,271.6,137.5,1.0,Marina Mall,Cardio,2023-06-15,2023-06-01,Thursday,6,5.02962962962963,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,146
2171,158,2023-12-15 06:15:00,Strength,60.0,376.4,130.4,5.0,Downtown,Strength,2023-12-15,2023-12-01,Friday,6,6.2733333333333325,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,329
2172,158,2023-04-16 07:45:00,Strength,48.0,304.0,150.4,3.0,Downtown,Strength,2023-04-16,2023-04-01,Sunday,7,6.333333333333333,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,86
2173,158,2023-07-12 08:45:00,Cardio,68.0,560.4,141.1,3.0,Downtown,Cardio,2023-07-12,2023-07-01,Wednesday,8,8.241176470588234,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,173
2174,158,2023-07-08 17:00:00,Cardio,46.0,434.5,131.2,3.0,Corniche,Cardio,2023-07-08,2023-07-01,Saturday,17,9.445652173913043,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,169
2175,158,2023-08-08 13:45:00,Yoga,82.0,507.1,138.8,4.0,Marina Mall,Yoga,2023-08-08,2023-08-01,Tuesday,13,6.184146341463415,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,200
2176,158,2023-09-28 19:30:00,Yoga,52.0,355.7,134.6,3.0,Corniche,Yoga,2023-09-28,2023-09-01,Thursday,19,6.8403846153846155,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,251
2177,158,2023-03-28 11:30:00,Strength,33.0,156.2,119.3,3.0,Marina Mall,Strength,2023-03-28,2023-03-01,Tuesday,11,4.733333333333333,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,67
2178,158,2023-12-14 16:45:00,Cardio,54.0,431.79999999999995,136.6,2.0,Marina Mall,Cardio,2023-12-14,2023-12-01,Thursday,16,7.996296296296295,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,328
2179,158,2023-07-02 11:15:00,Cardio,50.0,410.8,117.2,5.0,Downtown,Cardio,2023-07-02,2023-07-01,Sunday,11,8.216000000000001,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,163
2180,158,2023-03-13 18:00:00,Cardio,51.0,443.6,144.3,3.0,Marina Mall,Cardio,2023-03-13,2023-03-01,Monday,18,8.698039215686276,2023-01-20,34.0,Male,Sharjah,Basic,187.3,69.0,Online Ad,0,Male,Sharjah,1.8730000000000002,19.668603976649656,26-35,52
2181,159,2024-01-16 13:45:00,Cardio,24.0,184.7,156.5,1.0,Marina Mall,Cardio,2024-01-16,2024-01-01,Tuesday,13,7.695833333333333,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,227
2182,159,2023-09-30 12:30:00,Class,36.0,132.7,124.2,3.0,Marina Mall,Class,2023-09-30,2023-09-01,Saturday,12,3.686111111111111,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,119
2183,159,2024-04-08 13:15:00,Yoga,39.0,235.9,142.5,1.0,Marina Mall,Yoga,2024-04-08,2024-04-01,Monday,13,6.0487179487179485,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,310
2184,159,2023-11-16 13:45:00,Strength,81.0,459.3,122.8,2.0,Downtown,Strength,2023-11-16,2023-11-01,Thursday,13,5.670370370370371,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,166
2185,159,2024-05-18 10:00:00,Strength,52.0,359.6,119.5,3.0,Downtown,Strength,2024-05-18,2024-05-01,Saturday,10,6.915384615384616,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,350
2186,159,2024-04-20 18:45:00,Strength,64.0,381.5,130.6,4.0,Marina Mall,Strength,2024-04-20,2024-04-01,Saturday,18,5.9609375,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,322
2187,159,2024-03-17 15:30:00,Strength,27.0,117.3,120.4,2.0,Marina Mall,Strength,2024-03-17,2024-03-01,Sunday,15,4.344444444444444,2023-06-03,20.0,Female,Al Ain,Basic,152.4,66.7,Friend,1,Female,Al Ain,1.524,28.71811299178154,18-25,288
2188,160,2024-11-15 11:00:00,Cardio,54.0,1572.0,130.3,2.0,Corniche,Cardio,2024-11-15,2024-11-01,Friday,11,29.11111111111111,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,349
2189,160,2024-08-05 10:15:00,Cardio,45.0,343.9,118.5,3.0,Downtown,Cardio,2024-08-05,2024-08-01,Monday,10,7.642222222222221,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,247
2190,160,2024-11-23 16:30:00,Cardio,31.0,263.2,116.0,4.0,Yas Mall,Cardio,2024-11-23,2024-11-01,Saturday,16,8.490322580645161,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,357
2191,160,2024-04-01 18:45:00,Strength,54.0,369.0,153.1,4.0,Corniche,Strength,2024-04-01,2024-04-01,Monday,18,6.833333333333333,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,121
2192,160,2024-11-14 16:00:00,Strength,43.0,272.1,139.5,4.0,Corniche,Strength,2024-11-14,2024-11-01,Thursday,16,6.3279069767441865,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,348
2193,160,2024-10-19 08:30:00,Strength,74.0,382.3,120.6,3.0,Marina Mall,Strength,2024-10-19,2024-10-01,Saturday,8,5.166216216216216,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,322
2194,160,2024-05-23 09:30:00,Class,65.0,386.1,139.9,4.0,Corniche,Class,2024-05-23,2024-05-01,Thursday,9,5.94,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,173
2195,160,2024-02-16 16:45:00,Yoga,31.0,244.0,100.6,5.0,Downtown,Yoga,2024-02-16,2024-02-01,Friday,16,7.870967741935484,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,76
2196,160,2024-10-12 18:45:00,Cardio,45.0,417.9,105.9,5.0,Marina Mall,Cardio,2024-10-12,2024-10-01,Saturday,18,9.286666666666665,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,315
2197,160,2024-07-16 11:30:00,Strength,54.0,308.8,121.3,2.0,Downtown,Strength,2024-07-16,2024-07-01,Tuesday,11,5.718518518518518,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,227
2198,160,2024-10-03 14:15:00,Class,40.0,157.2,135.6,2.0,Marina Mall,Class,2024-10-03,2024-10-01,Thursday,14,3.9299999999999997,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,306
2199,160,2024-09-17 08:00:00,Cardio,53.0,345.8,136.4,4.0,Marina Mall,Cardio,2024-09-17,2024-09-01,Tuesday,8,6.524528301886793,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,290
2200,160,2024-02-25 07:00:00,Strength,26.0,143.8,130.2,3.0,Corniche,Strength,2024-02-25,2024-02-01,Sunday,7,5.5307692307692315,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,85
2201,160,2024-07-15 22:30:00,Strength,25.0,108.8,111.8,3.0,Yas Mall,Strength,2024-07-15,2024-07-01,Monday,22,4.352,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,226
2202,160,2023-12-08 11:30:00,Class,42.0,237.1,144.2,4.0,Downtown,Class,2023-12-08,2023-12-01,Friday,11,5.645238095238095,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,6
2203,160,2024-09-02 06:45:00,Strength,31.0,177.8,132.5,3.0,Marina Mall,Strength,2024-09-02,2024-09-01,Monday,6,5.735483870967743,2023-12-02,47.0,Female,Dubai,Standard,160.1,80.8,Online Ad,0,Female,Dubai,1.601,31.523083831505996,46-60,275
2204,161,2024-12-24 09:45:00,Strength,63.0,398.8,139.5,3.0,Downtown,Strength,2024-12-24,2024-12-01,Tuesday,9,6.330158730158731,2024-06-25,30.0,Male,Dubai,Basic,183.1,84.3,Social Media,1,Male,Dubai,1.831,25.144956348296127,26-35,182
