workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min
1859,138,2023-06-08 07:45:00,CARDIO,58.0,429.5,143.6,3.0,Marina Mall,Cardio,2023-06-08,2023-06-01,Thursday,7,7.405172413793103
1860,138,2024-03-14 10:45:00,Yoga,55.0,373.3,121.2,5.0,Downtown,Yoga,2024-03-14,2024-03-01,Thursday,10,6.787272727272727
1861,139,2023-12-12 06:45:00,Strength,48.0,317.7,107.8,5.0,Downtown,Strength,2023-12-12,2023-12-01,Tuesday,6,6.6187499999999995
1862,139,2024-05-30 10:30:00,CARDIO,42.0,256.3,147.0,1.0,Yas Mall,Cardio,2024-05-30,2024-05-01,Thursday,10,6.102380952380953
1863,139,2024-07-19 19:30:00,strenght,59.0,358.4,136.0,3.0,Marina Mall,Strength,2024-07-19,2024-07-01,Friday,19,6.07457627118644
1864,139,2024-02-29 12:00:00,Cardio,47.0,372.5,117.9,4.0,Marina Mall,Cardio,2024-02-29,2024-02-01,Thursday,12,7.925531914893617
1865,139,2023-12-02 07:00:00,Strength,82.0,453.6,135.9,3.0,Marina Mall,Strength,2023-12-02,2023-12-01,Saturday,7,5.531707317073171
1866,139,2023-11-11 20:30:00,Cardio,82.0,638.5,148.4,3.0,Downtown,Cardio,2023-11-11,2023-11-01,Saturday,20,7.786585365853658
1867,139,2024-09-10 13:30:00,Class,58.0,400.4,131.4,3.0,Marina Mall,Class,2024-09-10,2024-09-01,Tuesday,13,6.903448275862068
1868,140,2024-01-31 15:30:00,Cardio,43.0,350.7,134.1,3.0,Yas Mall,Cardio,2024-01-31,2024-01-01,Wednesday,15,8.155813953488371
1869,140,2024-01-27 16:00:00,Strength,66.0,365.1,134.8,4.0,Corniche,Strength,2024-01-27,2024-01-01,Saturday,16,5.531818181818182
1870,140,2023-12-09 17:15:00,Cardio,76.0,613.1,120.8,4.0,Marina Mall,Cardio,2023-12-09,2023-12-01,Saturday,17,8.067105263157895
1871,140,2023-04-18 08:00:00,Strength,36.0,207.3,159.1,2.0,Corniche,Strength,2023-04-18,2023-04-01,Tuesday,8,5.758333333333334
1872,140,2024-02-19 14:45:00,Yoga,52.0,331.5,118.0,4.0,Downtown,Yoga,2024-02-19,2024-02-01,Monday,14,6.375
1873,140,2024-03-09 09:45:00,Cardio,45.0,357.6,140.7,3.0,Corniche,Cardio,2024-03-09,2024-03-01,Saturday,9,7.946666666666667
1874,140,2023-07-02 13:00:00,Class,45.0,280.7,150.5,4.0,Corniche,Class,2023-07-02,2023-07-01,Sunday,13,6.237777777777778
1875,140,2023-03-29 19:30:00,Yoga,62.0,434.7,106.5,3.0,Corniche,Yoga,2023-03-29,2023-03-01,Wednesday,19,7.011290322580645
1876,140,2023-11-02 12:00:00,Strength,59.0,276.2,101.6,1.0,Yas Mall,Strength,2023-11-02,2023-11-01,Thursday,12,4.68135593220339
1877,140,2023-03-31 12:30:00,Cardio,54.0,32.8,119.6,2.0,Marina Mall,Cardio,2023-03-31,2023-03-01,Friday,12,0.6074074074074074
1878,140,2024-03-09 07:00:00,Cardio,53.0,460.7,149.6,3.0,Marina Mall,Cardio,2024-03-09,2024-03-01,Saturday,7,8.69245283018868
1879,141,2023-10-02 16:00:00,Cardio,64.0,553.4,163.0,3.0,Yas Mall,Cardio,2023-10-02,2023-10-01,Monday,16,8.646875
1880,141,2023-06-12 13:45:00,Strength,57.0,414.5,132.2,2.0,Downtown,Strength,2023-06-12,2023-06-01,Monday,13,7.271929824561403
1881,141,2023-02-22 10:00:00,Cardio,70.0,600.3,136.5,5.0,Corniche,Cardio,2023-02-22,2023-02-01,Wednesday,10,8.575714285714286
1882,141,2023-11-24 08:45:00,Cardio,62.0,502.1,90.5,4.0,Downtown,Cardio,2023-11-24,2023-11-01,Friday,8,8.098387096774195
1883,141,2023-10-02 17:15:00,strenght,81.0,543.8,130.2,2.0,Downtown,Strength,2023-10-02,2023-10-01,Monday,17,6.71358024691358
1884,141,2023-08-15 19:00:00,Cardio,43.0,323.1,120.7,3.0,Downtown,Cardio,2023-08-15,2023-08-01,Tuesday,19,7.513953488372094
1885,141,2023-02-12 08:15:00,cardio,69.0,607.6,137.2,4.0,Downtown,Cardio,2023-02-12,2023-02-01,Sunday,8,8.805797101449276
1886,141,2023-06-26 12:45:00,CARDIO,66.0,495.1,105.7,3.0,Yas Mall,Cardio,2023-06-26,2023-06-01,Monday,12,7.501515151515152
1887,141,2023-09-06 08:45:00,Yoga,64.0,308.4,125.7,4.0,Yas Mall,Yoga,2023-09-06,2023-09-01,Wednesday,8,4.81875
1888,141,2023-07-10 14:00:00,Strength,54.0,397.5,125.6,2.0,Marina Mall,Strength,2023-07-10,2023-07-01,Monday,14,7.361111111111111
1889,141,2023-11-16 20:00:00,Strength,51.0,343.2,115.2,1.0,Downtown,Strength,2023-11-16,2023-11-01,Thursday,20,6.729411764705882
1890,141,2024-01-30 09:45:00,Class,57.0,271.5,138.1,5.0,Corniche,Class,2024-01-30,2024-01-01,Tuesday,9,4.7631578947368425
1891,141,2023-09-11 09:30:00,Strength,70.0,371.9,135.3,3.0,Corniche,Strength,2023-09-11,2023-09-01,Monday,9,5.312857142857142
1892,141,2023-12-16 16:15:00,Strength,66.0,393.9,135.2,4.0,Yas Mall,Strength,2023-12-16,2023-12-01,Saturday,16,5.968181818181818
1893,141,2023-03-01 07:45:00,Cardio,64.0,559.3,119.9,4.0,Downtown,Cardio,2023-03-01,2023-03-01,Wednesday,7,8.7390625
1894,141,2023-10-27 19:45:00,Cardio,55.0,444.4,128.5,5.0,Corniche,Cardio,2023-10-27,2023-10-01,Friday,19,8.08
1895,141,2023-10-26 12:30:00,Class,54.0,249.0,122.1,2.0,Yas Mall,Class,2023-10-26,2023-10-01,Thursday,12,4.611111111111111
1896,141,2023-03-03 14:30:00,strenght,74.0,413.5,123.3,3.0,Marina Mall,Strength,2023-03-03,2023-03-01,Friday,14,5.587837837837838
1897,141,2023-05-11 22:30:00,Strength,54.0,178.4,142.3,1.0,Corniche,Strength,2023-05-11,2023-05-01,Thursday,22,3.303703703703704
1898,141,2023-12-25 06:45:00,Strength,57.0,301.1,124.5,4.0,Marina Mall,Strength,2023-12-25,2023-12-01,Monday,6,5.282456140350877
1899,141,2024-02-09 09:15:00,Cardio,64.0,513.8,144.1,4.0,Corniche,Cardio,2024-02-09,2024-02-01,Friday,9,8.028125
1900,142,2024-04-01 17:00:00,Class,50.0,338.2,122.6,5.0,Corniche,Class,2024-04-01,2024-04-01,Monday,17,6.763999999999999
1901,142,2023-12-21 16:30:00,Cardio,35.0,252.3,140.7,3.0,Downtown,Cardio,2023-12-21,2023-12-01,Thursday,16,7.208571428571429
1902,142,2023-10-23 20:00:00,Cardio,42.0,346.3,134.4,2.0,Downtown,Cardio,2023-10-23,2023-10-01,Monday,20,8.245238095238095
1903,142,2023-09-08 11:30:00,Cardio,54.0,535.5,130.5,3.0,Yas Mall,Cardio,2023-09-08,2023-09-01,Friday,11,9.916666666666666
1904,142,2023-09-16 18:00:00,Cardio,77.0,588.9,111.2,1.0,Downtown,Cardio,2023-09-16,2023-09-01,Saturday,18,7.648051948051948
1905,142,2023-07-20 18:00:00,Yoga,66.0,417.5,123.9,3.0,Yas Mall,Yoga,2023-07-20,2023-07-01,Thursday,18,6.325757575757576
1906,142,2023-12-24 12:45:00,cardio,51.0,477.8,168.9,2.0,Yas Mall,Cardio,2023-12-24,2023-12-01,Sunday,12,9.368627450980393
1907,142,2024-03-28 09:45:00,Cardio,45.0,386.8,102.6,1.0,Yas Mall,Cardio,2024-03-28,2024-03-01,Thursday,9,8.595555555555556
1908,142,2023-09-19 12:15:00,Cardio,80.0,635.8,143.1,3.0,Marina Mall,Cardio,2023-09-19,2023-09-01,Tuesday,12,7.9475
1909,142,2024-02-25 17:15:00,Cardio,74.0,599.1,118.6,4.0,Downtown,Cardio,2024-02-25,2024-02-01,Sunday,17,8.095945945945946
1910,142,2023-07-02 09:30:00,Cardio,52.0,449.0,126.5,3.0,Marina Mall,Cardio,2023-07-02,2023-07-01,Sunday,9,8.634615384615385
1911,142,2023-10-24 20:15:00,Class,52.0,273.9,159.7,3.0,Corniche,Class,2023-10-24,2023-10-01,Tuesday,20,5.267307692307692
1912,142,2023-12-01 20:30:00,Cardio,49.0,390.2,153.3,4.0,Downtown,Cardio,2023-12-01,2023-12-01,Friday,20,7.963265306122449
1913,143,2024-07-07 20:00:00,cardio,66.0,504.8,133.8,3.0,Yas Mall,Cardio,2024-07-07,2024-07-01,Sunday,20,7.648484848484848
1914,143,2024-02-10 10:45:00,Yoga,60.0,337.6,139.0,2.0,Yas Mall,Yoga,2024-02-10,2024-02-01,Saturday,10,5.626666666666667
1915,143,2023-08-29 12:30:00,Strength,55.0,330.0,136.9,1.0,Yas Mall,Strength,2023-08-29,2023-08-01,Tuesday,12,6.0
1916,143,2024-07-22 11:15:00,Cardio,45.0,413.3,82.6,4.0,Corniche,Cardio,2024-07-22,2024-07-01,Monday,11,9.184444444444445
1917,143,2023-11-24 17:00:00,Yoga,47.0,387.2,134.9,1.0,Corniche,Yoga,2023-11-24,2023-11-01,Friday,17,8.238297872340425
1918,143,2023-11-25 22:00:00,Yoga,68.0,466.8,145.9,4.0,Corniche,Yoga,2023-11-25,2023-11-01,Saturday,22,6.864705882352942
1919,143,2024-06-10 18:45:00,Class,49.0,259.2,164.7,4.0,Yas Mall,Class,2024-06-10,2024-06-01,Monday,18,5.289795918367346
1920,143,2023-11-13 15:30:00,Strength,53.0,273.3,111.7,3.0,Marina Mall,Strength,2023-11-13,2023-11-01,Monday,15,5.156603773584906
1921,143,2024-01-15 12:45:00,Strength,80.0,472.2,124.7,3.0,Yas Mall,Strength,2024-01-15,2024-01-01,Monday,12,5.9025
1922,143,2023-09-28 15:30:00,Strength,45.0,230.3,151.6,1.0,Yas Mall,Strength,2023-09-28,2023-09-01,Thursday,15,5.117777777777778
1923,143,2024-04-11 21:15:00,Strength,65.0,352.5,117.4,4.0,Downtown,Strength,2024-04-11,2024-04-01,Thursday,21,5.423076923076923
1924,143,2024-05-29 07:30:00,Yoga,47.0,267.6,129.9,3.0,Corniche,Yoga,2024-05-29,2024-05-01,Wednesday,7,5.693617021276596
1925,143,2024-01-19 21:15:00,Yoga,35.0,225.5,137.5,2.0,Downtown,Yoga,2024-01-19,2024-01-01,Friday,21,6.442857142857143
1926,143,2023-11-23 11:30:00,Strength,45.0,282.4,127.9,5.0,Downtown,Strength,2023-11-23,2023-11-01,Thursday,11,6.275555555555555
1927,144,2024-11-08 15:45:00,Strength,60.0,378.4,111.4,3.0,Yas Mall,Strength,2024-11-08,2024-11-01,Friday,15,6.306666666666667
1928,144,2024-10-21 12:45:00,Cardio,47.0,403.7,140.5,3.0,Downtown,Cardio,2024-10-21,2024-10-01,Monday,12,8.58936170212766
1929,144,2024-12-06 13:30:00,Class,30.0,167.4,123.3,3.0,Corniche,Class,2024-12-06,2024-12-01,Friday,13,5.58
1930,144,2024-11-22 09:15:00,Cardio,54.0,519.7,127.4,5.0,Marina Mall,Cardio,2024-11-22,2024-11-01,Friday,9,9.624074074074075
1931,144,2024-06-29 07:15:00,Cardio,46.0,352.0,128.1,4.0,Yas Mall,Cardio,2024-06-29,2024-06-01,Saturday,7,7.6521739130434785
1932,144,2024-07-06 10:30:00,Strength,53.0,392.3,147.3,1.0,Corniche,Strength,2024-07-06,2024-07-01,Saturday,10,7.401886792452831
1933,144,2024-11-11 09:30:00,strenght,36.0,276.3,118.1,3.0,Corniche,Strength,2024-11-11,2024-11-01,Monday,9,7.675000000000001
1934,144,2024-06-22 17:30:00,Cardio,73.0,605.4,140.9,5.0,Yas Mall,Cardio,2024-06-22,2024-06-01,Saturday,17,8.293150684931506
1935,144,2024-11-14 14:30:00,Cardio,44.0,322.9,144.1,4.0,Corniche,Cardio,2024-11-14,2024-11-01,Thursday,14,7.338636363636363
1936,144,2024-06-25 16:00:00,Class,58.0,275.2,122.5,3.0,Downtown,Class,2024-06-25,2024-06-01,Tuesday,16,4.744827586206896
1937,144,2024-08-14 14:15:00,Strength,54.0,308.7,127.2,4.0,Yas Mall,Strength,2024-08-14,2024-08-01,Wednesday,14,5.716666666666667
1938,144,2024-11-05 14:45:00,Yoga,87.0,480.8,158.8,5.0,Downtown,Yoga,2024-11-05,2024-11-01,Tuesday,14,5.5264367816091955
1939,144,2024-11-27 18:45:00,Cardio,56.0,463.6,132.1,5.0,Marina Mall,Cardio,2024-11-27,2024-11-01,Wednesday,18,8.278571428571428
1940,145,2023-09-12 10:15:00,Cardio,63.0,549.6,125.1,3.0,Downtown,Cardio,2023-09-12,2023-09-01,Tuesday,10,8.723809523809525
1941,145,2023-10-22 09:00:00,Strength,48.0,263.7,133.2,2.0,Corniche,Strength,2023-10-22,2023-10-01,Sunday,9,5.4937499999999995
1942,145,2023-10-29 06:00:00,Cardio,78.0,431.79999999999995,109.5,5.0,Corniche,Cardio,2023-10-29,2023-10-01,Sunday,6,5.535897435897435
1943,145,2023-10-08 09:15:00,Cardio,33.0,297.1,150.3,4.0,Downtown,Cardio,2023-10-08,2023-10-01,Sunday,9,9.003030303030304
1944,145,2024-07-09 17:00:00,Cardio,63.0,524.2,109.8,5.0,Yas Mall,Cardio,2024-07-09,2024-07-01,Tuesday,17,8.320634920634921
1945,145,2023-11-17 22:15:00,Cardio,69.0,578.8,138.8,3.0,Marina Mall,Cardio,2023-11-17,2023-11-01,Friday,22,8.388405797101449
1946,145,2024-08-09 09:30:00,Class,37.0,207.1,129.7,1.0,Yas Mall,Class,2024-08-09,2024-08-01,Friday,9,5.597297297297297
1947,145,2024-01-14 12:30:00,Cardio,41.0,354.6,137.1,4.0,Yas Mall,Cardio,2024-01-14,2024-01-01,Sunday,12,8.648780487804878
1948,145,2024-04-07 09:15:00,Strength,67.0,456.7,139.9,3.0,Marina Mall,Strength,2024-04-07,2024-04-01,Sunday,9,6.816417910447761
1949,145,2024-08-16 20:00:00,Strength,45.0,247.3,124.5,2.0,Downtown,Strength,2024-08-16,2024-08-01,Friday,20,5.495555555555556
1950,145,2024-04-24 13:45:00,Strength,59.0,389.2,118.5,1.0,Marina Mall,Strength,2024-04-24,2024-04-01,Wednesday,13,6.596610169491525
1951,145,2024-03-23 11:15:00,Strength,34.0,179.4,137.8,1.0,Yas Mall,Strength,2024-03-23,2024-03-01,Saturday,11,5.276470588235294
1952,145,2023-10-15 22:00:00,Strength,53.0,388.6,140.2,2.0,Marina Mall,Strength,2023-10-15,2023-10-01,Sunday,22,7.332075471698114
1953,145,2024-03-01 18:45:00,Strength,65.0,428.4,140.9,3.0,Downtown,Strength,2024-03-01,2024-03-01,Friday,18,6.59076923076923
1954,145,2024-05-29 20:15:00,Class,74.0,395.8,130.8,3.0,Yas Mall,Class,2024-05-29,2024-05-01,Wednesday,20,5.348648648648648
1955,145,2024-08-05 22:00:00,Cardio,66.0,525.2,155.9,3.0,Marina Mall,Cardio,2024-08-05,2024-08-01,Monday,22,7.957575757575758
1956,145,2023-10-04 16:00:00,Class,70.0,424.2,115.6,3.0,Marina Mall,Class,2023-10-04,2023-10-01,Wednesday,16,6.06
1957,146,2024-06-04 08:15:00,Strength,54.0,124.1,155.0,4.0,Downtown,Strength,2024-06-04,2024-06-01,Tuesday,8,2.298148148148148
1958,146,2024-04-05 06:45:00,Cardio,62.0,422.7,112.9,5.0,Marina Mall,Cardio,2024-04-05,2024-04-01,Friday,6,6.817741935483871
1959,146,2024-02-17 08:30:00,Strength,57.0,375.9,121.9,3.0,Yas Mall,Strength,2024-02-17,2024-02-01,Saturday,8,6.594736842105263
1960,146,2024-01-20 20:30:00,Yoga,57.0,366.7,125.7,5.0,Marina Mall,Yoga,2024-01-20,2024-01-01,Saturday,20,6.433333333333334
1961,146,2024-03-13 12:30:00,Strength,78.0,327.2,134.5,4.0,Downtown,Strength,2024-03-13,2024-03-01,Wednesday,12,4.194871794871795
1962,146,2024-06-24 16:15:00,Cardio,60.0,482.6,112.3,5.0,Downtown,Cardio,2024-06-24,2024-06-01,Monday,16,8.043333333333333
1963,146,2024-04-04 10:30:00,Cardio,47.0,407.7,124.2,3.0,Downtown,Cardio,2024-04-04,2024-04-01,Thursday,10,8.674468085106383
1964,146,2024-07-15 20:15:00,Strength,54.0,20.7,136.6,3.0,Marina Mall,Strength,2024-07-15,2024-07-01,Monday,20,0.3833333333333333
1965,146,2024-05-20 13:15:00,Yoga,83.0,494.7,129.8,3.0,Downtown,Yoga,2024-05-20,2024-05-01,Monday,13,5.960240963855422
1966,146,2024-02-29 13:15:00,Cardio,72.0,595.7,95.2,1.0,Downtown,Cardio,2024-02-29,2024-02-01,Thursday,13,8.273611111111112
1967,146,2023-12-18 06:00:00,Strength,73.0,417.7,152.1,4.0,Yas Mall,Strength,2023-12-18,2023-12-01,Monday,6,5.721917808219178
1968,146,2023-11-01 15:45:00,Cardio,61.0,477.4,128.3,3.0,Downtown,Cardio,2023-11-01,2023-11-01,Wednesday,15,7.826229508196721
1969,146,2024-06-08 19:30:00,Strength,66.0,397.3,126.6,4.0,Corniche,Strength,2024-06-08,2024-06-01,Saturday,19,6.0196969696969695
1970,146,2023-09-22 15:45:00,Cardio,38.0,310.9,111.3,4.0,Corniche,Cardio,2023-09-22,2023-09-01,Friday,15,8.18157894736842
1971,146,2024-05-31 10:30:00,Strength,47.0,354.6,120.3,4.0,Corniche,Strength,2024-05-31,2024-05-01,Friday,10,7.544680851063831
1972,146,2024-05-20 08:00:00,Cardio,45.0,349.0,121.9,5.0,Corniche,Cardio,2024-05-20,2024-05-01,Monday,8,7.7555555555555555
1973,146,2024-07-20 08:00:00,Strength,53.0,320.6,109.2,1.0,Yas Mall,Strength,2024-07-20,2024-07-01,Saturday,8,6.049056603773585
1974,146,2024-03-28 22:30:00,Class,48.0,303.4,119.0,3.0,Yas Mall,Class,2024-03-28,2024-03-01,Thursday,22,6.320833333333333
1975,146,2024-07-02 22:45:00,Strength,30.0,144.1,146.0,3.0,Marina Mall,Strength,2024-07-02,2024-07-01,Tuesday,22,4.803333333333333
1976,146,2024-04-19 10:30:00,Class,54.0,352.4,110.8,4.0,Yas Mall,Class,2024-04-19,2024-04-01,Friday,10,6.525925925925925
1977,146,2024-07-03 09:00:00,Yoga,45.0,246.0,132.1,3.0,Yas Mall,Yoga,2024-07-03,2024-07-01,Wednesday,9,5.466666666666667
1978,147,2023-06-26 12:00:00,Cardio,55.0,447.3,119.0,1.0,Yas Mall,Cardio,2023-06-26,2023-06-01,Monday,12,8.132727272727273
1979,147,2023-12-21 14:00:00,Cardio,42.0,385.1,109.9,3.0,Corniche,Cardio,2023-12-21,2023-12-01,Thursday,14,9.16904761904762
1980,147,2023-05-14 07:15:00,Yoga,62.0,335.1,93.2,4.0,Marina Mall,Yoga,2023-05-14,2023-05-01,Sunday,7,5.40483870967742
1981,147,2023-07-15 20:15:00,Cardio,49.0,385.6,113.7,3.0,Marina Mall,Cardio,2023-07-15,2023-07-01,Saturday,20,7.869387755102041
1982,147,2023-06-07 14:30:00,Strength,50.0,342.3,133.9,4.0,Marina Mall,Strength,2023-06-07,2023-06-01,Wednesday,14,6.846
1983,147,2023-05-03 06:30:00,Cardio,50.0,338.8,146.0,3.0,Downtown,Cardio,2023-05-03,2023-05-01,Wednesday,6,6.776
1984,147,2024-01-17 15:30:00,Cardio,61.0,455.1,130.7,1.0,Marina Mall,Cardio,2024-01-17,2024-01-01,Wednesday,15,7.4606557377049185
1985,147,2023-04-03 15:45:00,cardio,54.0,14.9,135.8,4.0,Marina Mall,Cardio,2023-04-03,2023-04-01,Monday,15,0.2759259259259259
1986,147,2023-07-04 14:00:00,Strength,55.0,367.0,125.0,2.0,Downtown,Strength,2023-07-04,2023-07-01,Tuesday,14,6.672727272727273
1987,147,2023-10-17 11:15:00,Yoga,72.0,403.0,129.5,3.0,Marina Mall,Yoga,2023-10-17,2023-10-01,Tuesday,11,5.597222222222222
1988,147,2023-11-13 19:30:00,Cardio,62.0,501.3,148.6,5.0,Marina Mall,Cardio,2023-11-13,2023-11-01,Monday,19,8.085483870967742
1989,147,2023-11-20 10:45:00,Cardio,56.0,463.3,117.7,3.0,Yas Mall,Cardio,2023-11-20,2023-11-01,Monday,10,8.273214285714285
1990,147,2023-10-03 10:15:00,strenght,37.0,228.3,130.2,3.0,Downtown,Strength,2023-10-03,2023-10-01,Tuesday,10,6.1702702702702705
1991,147,2023-05-31 15:15:00,Cardio,25.0,189.4,132.2,3.0,Marina Mall,Cardio,2023-05-31,2023-05-01,Wednesday,15,7.5760000000000005
1992,147,2023-08-26 16:15:00,Cardio,72.0,621.8,137.2,2.0,Marina Mall,Cardio,2023-08-26,2023-08-01,Saturday,16,8.636111111111111
1993,147,2023-09-03 16:45:00,Strength,54.0,211.2,140.6,3.0,Yas Mall,Strength,2023-09-03,2023-09-01,Sunday,16,3.911111111111111
1994,148,2024-06-04 16:45:00,Class,54.0,1197.7,131.4,3.0,Marina Mall,Class,2024-06-04,2024-06-01,Tuesday,16,22.17962962962963
1995,148,2024-11-30 17:30:00,Class,45.0,302.8,142.1,4.0,Yas Mall,Class,2024-11-30,2024-11-01,Saturday,17,6.728888888888889
1996,148,2024-09-03 06:30:00,Strength,52.0,274.4,121.0,5.0,Corniche,Strength,2024-09-03,2024-09-01,Tuesday,6,5.276923076923077
1997,148,2024-11-16 09:30:00,Cardio,83.0,630.9,118.5,5.0,Yas Mall,Cardio,2024-11-16,2024-11-01,Saturday,9,7.6012048192771084
1998,148,2024-12-18 19:45:00,Class,57.0,376.5,118.3,2.0,Marina Mall,Class,2024-12-18,2024-12-01,Wednesday,19,6.605263157894737
1999,148,2024-10-26 22:45:00,Class,52.0,329.95000000000005,134.1,5.0,Corniche,Class,2024-10-26,2024-10-01,Saturday,22,6.345192307692309
2000,148,2024-10-16 09:15:00,Strength,56.0,407.3,101.8,3.0,Marina Mall,Strength,2024-10-16,2024-10-01,Wednesday,9,7.273214285714286
2001,148,2024-05-08 08:30:00,Cardio,39.0,259.6,134.2,4.0,Downtown,Cardio,2024-05-08,2024-05-01,Wednesday,8,6.656410256410257
2002,148,2024-07-19 19:15:00,Cardio,74.0,598.7,141.3,3.0,Yas Mall,Cardio,2024-07-19,2024-07-01,Friday,19,8.090540540540541
2003,148,2024-11-17 18:30:00,Cardio,40.0,307.2,149.7,5.0,Downtown,Cardio,2024-11-17,2024-11-01,Sunday,18,7.68
2004,148,2024-10-12 16:00:00,Cardio,34.0,210.3,143.4,4.0,Yas Mall,Cardio,2024-10-12,2024-10-01,Saturday,16,6.185294117647059
2005,148,2024-12-26 14:45:00,Yoga,57.0,355.3,146.1,4.0,Yas Mall,Yoga,2024-12-26,2024-12-01,Thursday,14,6.233333333333333
2006,148,2024-10-22 19:15:00,Strength,47.0,290.0,119.8,4.0,Yas Mall,Strength,2024-10-22,2024-10-01,Tuesday,19,6.170212765957447
2007,148,2024-10-11 20:30:00,Strength,76.0,514.4,144.2,2.0,Yas Mall,Strength,2024-10-11,2024-10-01,Friday,20,6.768421052631578
2008,148,2024-08-15 18:45:00,Strength,62.0,380.0,135.6,3.0,Marina Mall,Strength,2024-08-15,2024-08-01,Thursday,18,6.129032258064516
2009,148,2024-11-04 07:30:00,Class,41.0,236.0,129.8,3.0,Downtown,Class,2024-11-04,2024-11-01,Monday,7,5.7560975609756095
2010,149,2024-03-08 20:15:00,strenght,60.0,387.8,116.3,3.0,Yas Mall,Strength,2024-03-08,2024-03-01,Friday,20,6.463333333333334
2011,149,2024-03-27 08:15:00,Strength,45.0,327.2,130.2,3.0,Marina Mall,Strength,2024-03-27,2024-03-01,Wednesday,8,7.271111111111111
2012,149,2024-03-15 15:45:00,Strength,44.0,324.7,139.0,1.0,Yas Mall,Strength,2024-03-15,2024-03-01,Friday,15,7.379545454545454
2013,149,2024-01-19 14:30:00,Yoga,67.0,387.4,125.0,2.0,Yas Mall,Yoga,2024-01-19,2024-01-01,Friday,14,5.782089552238806
2014,149,2023-09-03 12:30:00,Class,26.0,126.4,129.7,5.0,Corniche,Class,2023-09-03,2023-09-01,Sunday,12,4.861538461538462
2015,149,2023-07-28 08:30:00,Cardio,36.0,277.6,140.3,4.0,Downtown,Cardio,2023-07-28,2023-07-01,Friday,8,7.711111111111112
2016,149,2023-12-21 22:30:00,Yoga,41.0,221.1,128.7,3.0,Yas Mall,Yoga,2023-12-21,2023-12-01,Thursday,22,5.392682926829268
2017,149,2024-03-04 12:45:00,Cardio,61.0,570.8,132.7,5.0,Downtown,Cardio,2024-03-04,2024-03-01,Monday,12,9.357377049180327
2018,150,2023-09-17 07:45:00,Yoga,68.0,418.8,146.2,3.0,Corniche,Yoga,2023-09-17,2023-09-01,Sunday,7,6.158823529411765
2019,150,2023-05-25 21:00:00,Class,66.0,397.7,144.1,1.0,Marina Mall,Class,2023-05-25,2023-05-01,Thursday,21,6.025757575757575
2020,150,2023-07-11 21:15:00,Strength,47.0,261.8,137.7,4.0,Yas Mall,Strength,2023-07-11,2023-07-01,Tuesday,21,5.570212765957447
2021,150,2024-03-11 15:15:00,Cardio,77.0,600.8,139.3,3.0,Marina Mall,Cardio,2024-03-11,2024-03-01,Monday,15,7.802597402597402
2022,150,2023-08-12 22:15:00,Cardio,105.0,787.4,131.1,1.0,Yas Mall,Cardio,2023-08-12,2023-08-01,Saturday,22,7.4990476190476185
2023,150,2024-01-27 10:00:00,Cardio,46.0,384.4,136.4,2.0,Corniche,Cardio,2024-01-27,2024-01-01,Saturday,10,8.356521739130434
2024,150,2023-06-23 18:15:00,Cardio,63.0,475.6,122.2,3.0,Corniche,Cardio,2023-06-23,2023-06-01,Friday,18,7.54920634920635
2025,150,2023-12-29 17:15:00,Class,57.0,345.5,114.0,3.0,Corniche,Class,2023-12-29,2023-12-01,Friday,17,6.06140350877193
2026,150,2023-11-28 07:30:00,Cardio,34.0,307.2,126.7,4.0,Marina Mall,Cardio,2023-11-28,2023-11-01,Tuesday,7,9.035294117647059
2027,150,2024-01-15 09:45:00,Strength,68.0,375.7,139.6,3.0,Yas Mall,Strength,2024-01-15,2024-01-01,Monday,9,5.5249999999999995
2028,150,2023-06-30 10:30:00,Class,53.0,372.6,136.0,3.0,Downtown,Class,2023-06-30,2023-06-01,Friday,10,7.030188679245283
2029,150,2023-05-24 16:45:00,Strength,56.0,412.9,146.5,4.0,Marina Mall,Strength,2023-05-24,2023-05-01,Wednesday,16,7.373214285714285
2030,150,2023-08-26 08:00:00,Cardio,51.0,471.1,111.3,3.0,Yas Mall,Cardio,2023-08-26,2023-08-01,Saturday,8,9.237254901960785
2031,150,2023-09-30 19:00:00,Strength,63.0,401.0,139.0,5.0,Downtown,Strength,2023-09-30,2023-09-01,Saturday,19,6.365079365079365
2032,150,2023-09-01 14:15:00,Class,54.0,11.8,131.4,1.0,Corniche,Class,2023-09-01,2023-09-01,Friday,14,0.21851851851851853
2033,151,2024-03-31 18:45:00,Strength,27.0,227.0,121.2,4.0,Corniche,Strength,2024-03-31,2024-03-01,Sunday,18,8.407407407407407
2034,151,2024-05-05 13:15:00,Strength,77.0,443.6,126.4,4.0,Yas Mall,Strength,2024-05-05,2024-05-01,Sunday,13,5.761038961038961
2035,151,2023-12-30 19:00:00,Strength,50.0,346.0,133.3,2.0,Marina Mall,Strength,2023-12-30,2023-12-01,Saturday,19,6.92
2036,151,2023-06-29 18:15:00,Class,68.0,395.6,151.8,3.0,Downtown,Class,2023-06-29,2023-06-01,Thursday,18,5.81764705882353
2037,151,2024-05-31 14:15:00,Cardio,37.0,335.6,117.9,4.0,Downtown,Cardio,2024-05-31,2024-05-01,Friday,14,9.07027027027027
