workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch
1889,141,2023-11-16 20:00:00,Strength,51.0,343.2,115.2,1.0,Downtown
1890,141,2024-01-30 09:45:00,Class,57.0,271.5,138.1,5.0,Corniche
1891,141,2023-09-11 09:30:00,Strength,70.0,371.9,135.3,3.0,Corniche
1892,141,2023-12-16 16:15:00,Strength,66.0,393.9,135.2,4.0,Yas Mall
1893,141,2023-03-01 07:45:00,Cardio,64.0,559.3,119.9,4.0,Downtown
1894,141,2023-10-27 19:45:00,Cardio,55.0,444.4,128.5,5.0,Corniche
1895,141,2023-10-26 12:30:00,Class,54.0,249.0,122.1,2.0,Yas Mall
1896,141,2023-03-03 14:30:00,strenght,74.0,413.5,123.3,3.0,Marina Mall
1897,141,2023-05-11 22:30:00,Strength,,178.4,142.3,1.0,Corniche
1898,141,2023-12-25 06:45:00,Strength,57.0,301.1,124.5,4.0,Marina Mall
1899,141,2024-02-09 09:15:00,Cardio,64.0,513.8,144.1,4.0,Corniche
1900,142,2024-04-01 17:00:00,Class,50.0,338.2,122.6,5.0,Corniche
1901,142,2023-12-21 16:30:00,Cardio,35.0,252.3,140.7,3.0,Downtown
1902,142,2023-10-23 20:00:00,Cardio,42.0,346.3,134.4,2.0,Downtown
1903,142,2023-09-08 11:30:00,Cardio,,535.5,130.5,3.0,Yas Mall
1904,142,2023-09-16 18:00:00,Cardio,77.0,588.9,111.2,1.0,Downtown
1905,142,2023-07-20 18:00:00,Yoga,66.0,417.5,123.9,3.0,Yas Mall
1906,142,2023-12-24 12:45:00,cardio,51.0,477.8,168.9,2.0,Yas Mall
1907,142,2024-03-28 09:45:00,Cardio,45.0,386.8,102.6,1.0,Yas Mall
1908,142,2023-09-19 12:15:00,Cardio,80.0,635.8,143.1,3.0,Marina Mall
1909,142,2024-02-25 17:15:00,Cardio,74.0,599.1,118.6,4.0,Downtown
1910,142,2023-07-02 09:30:00,Cardio,52.0,449.0,126.5,0.0,Marina Mall
1911,142,2023-10-24 20:15:00,Class,52.0,273.9,159.7,3.0,Corniche
1912,142,2023-12-01 20:30:00,Cardio,49.0,390.2,153.3,4.0,Downtown
1913,143,2024-07-07 20:00:00,cardio,66.0,504.8,133.8,,Yas Mall
1914,143,2024-02-10 10:45:00,Yoga,60.0,337.6,139.0,2.0,Yas Mall
1915,143,2023-08-29 12:30:00,Strength,55.0,330.0,136.9,1.0,Yas Mall
1916,143,2024-07-22 11:15:00,Cardio,45.0,413.3,82.6,4.0,Corniche
1917,143,2023-11-24 17:00:00,Yoga,47.0,387.2,134.9,1.0,Corniche
1918,143,2023-11-25 22:00:00,Yoga,68.0,466.8,145.9,4.0,Corniche
1919,143,2024-06-10 18:45:00,Class,49.0,259.2,164.7,4.0,Yas Mall
1920,143,2023-11-13 15:30:00,Strength,53.0,273.3,111.7,3.0,Marina Mall
1921,143,2024-01-15 12:45:00,Strength,80.0,472.2,124.7,3.0,Yas Mall
1922,143,2023-09-28 15:30:00,Strength,45.0,230.3,151.6,1.0,Yas Mall
1923,143,2024-04-11 21:15:00,Strength,65.0,352.5,117.4,4.0,Downtown
1924,143,2024-05-29 07:30:00,Yoga,47.0,267.6,129.9,3.0,Corniche
1925,143,2024-01-19 21:15:00,Yoga,35.0,225.5,137.5,2.0,Downtown
1926,143,2023-11-23 11:30:00,Strength,45.0,282.4,127.9,5.0,Downtown
1927,144,2024-11-08 15:45:00,Strength,60.0,378.4,111.4,3.0,Yas Mall
1928,144,2024-10-21 12:45:00,Cardio,47.0,403.7,140.5,3.0,Downtown
1929,144,2024-12-06 13:30:00,Class,30.0,167.4,123.3,3.0,Corniche
1930,144,2024-11-22 09:15:00,Cardio,,519.7,127.4,5.0,Marina Mall
1931,144,2024-06-29 07:15:00,Cardio,46.0,352.0,128.1,4.0,Yas Mall
1932,144,2024-07-06 10:30:00,Strength,53.0,392.3,147.3,1.0,Corniche
1933,144,2024-11-11 09:30:00,strenght,36.0,276.3,118.1,3.0,Corniche
1934,144,2024-06-22 17:30:00,Cardio,73.0,605.4,140.9,5.0,Yas Mall
1935,144,2024-11-14 14:30:00,Cardio,44.0,322.9,144.1,4.0,Corniche
1936,144,2024-06-25 16:00:00,Class,58.0,275.2,122.5,0.0,Downtown
1937,144,2024-08-14 14:15:00,Strength,,308.7,127.2,4.0,Yas Mall
1938,144,2024-11-05 14:45:00,Yoga,87.0,480.8,158.8,5.0,Downtown
1939,144,2024-11-27 18:45:00,Cardio,56.0,463.6,132.1,5.0,Marina Mall
1940,145,2023-09-12 10:15:00,Cardio,63.0,549.6,125.1,0.0,Downtown
1941,145,2023-10-22 09:00:00,Strength,48.0,263.7,133.2,2.0,Corniche
1942,145,2023-10-29 06:00:00,Cardio,78.0,,109.5,5.0,Corniche
1943,145,2023-10-08 09:15:00,Cardio,33.0,297.1,150.3,4.0,Downtown
1944,145,2024-07-09 17:00:00,Cardio,63.0,524.2,109.8,5.0,Yas Mall
1945,145,2023-11-17 22:15:00,Cardio,69.0,578.8,138.8,3.0,Marina Mall
1946,145,2024-08-09 09:30:00,Class,37.0,207.1,129.7,1.0,Yas Mall
1947,145,2024-01-14 12:30:00,Cardio,41.0,354.6,137.1,4.0,Yas Mall
1948,145,2024-04-07 09:15:00,Strength,67.0,456.7,139.9,,Marina Mall
1949,145,2024-08-16 20:00:00,Strength,45.0,247.3,124.5,2.0,Downtown
1950,145,2024-04-24 13:45:00,Strength,59.0,389.2,118.5,1.0,Marina Mall
1951,145,2024-03-23 11:15:00,Strength,34.0,179.4,137.8,1.0,Yas Mall
1952,145,2023-10-15 22:00:00,Strength,53.0,388.6,140.2,2.0,Marina Mall
1953,145,2024-03-01 18:45:00,Strength,65.0,428.4,140.9,3.0,Downtown
1954,145,2024-05-29 20:15:00,Class,74.0,395.8,130.8,6.0,Yas Mall
1955,145,2024-08-05 22:00:00,Cardio,66.0,525.2,155.9,3.0,Marina Mall
1956,145,2023-10-04 16:00:00,Class,70.0,424.2,115.6,6.0,Marina Mall
1957,146,2024-06-04 08:15:00,Strength,,124.1,155.0,4.0,Downtown
1958,146,2024-04-05 06:45:00,Cardio,62.0,422.7,112.9,5.0,Marina Mall
1959,146,2024-02-17 08:30:00,Strength,57.0,375.9,121.9,3.0,Yas Mall
1960,146,2024-01-20 20:30:00,Yoga,57.0,366.7,125.7,5.0,Marina Mall
1961,146,2024-03-13 12:30:00,Strength,78.0,,134.5,4.0,Downtown
1962,146,2024-06-24 16:15:00,Cardio,60.0,482.6,112.3,5.0,Downtown
1963,146,2024-04-04 10:30:00,Cardio,47.0,407.7,124.2,6.0,Downtown
1964,146,2024-07-15 20:15:00,Strength,0.0,20.7,136.6,3.0,Marina Mall
1965,146,2024-05-20 13:15:00,Yoga,83.0,494.7,,3.0,Downtown
1966,146,2024-02-29 13:15:00,Cardio,72.0,595.7,95.2,1.0,Downtown
1967,146,2023-12-18 06:00:00,Strength,73.0,417.7,152.1,4.0,Yas Mall
1968,146,2023-11-01 15:45:00,Cardio,61.0,477.4,128.3,6.0,Downtown
1969,146,2024-06-08 19:30:00,Strength,66.0,397.3,126.6,4.0,Corniche
1970,146,2023-09-22 15:45:00,Cardio,38.0,310.9,111.3,4.0,Corniche
1971,146,2024-05-31 10:30:00,Strength,47.0,354.6,120.3,4.0,Corniche
1972,146,2024-05-20 08:00:00,Cardio,45.0,349.0,121.9,5.0,Corniche
1973,146,2024-07-20 08:00:00,Strength,53.0,320.6,109.2,1.0,Yas Mall
1974,146,2024-03-28 22:30:00,Class,48.0,303.4,119.0,3.0,Yas Mall
1975,146,2024-07-02 22:45:00,Strength,30.0,144.1,146.0,,Marina Mall
1976,146,2024-04-19 10:30:00,Class,,352.4,110.8,4.0,Yas Mall
1977,146,2024-07-03 09:00:00,Yoga,45.0,246.0,132.1,3.0,Yas Mall
1978,147,2023-06-26 12:00:00,Cardio,55.0,447.3,119.0,1.0,Yas Mall
1979,147,2023-12-21 14:00:00,Cardio,42.0,385.1,109.9,3.0,Corniche
1980,147,2023-05-14 07:15:00,Yoga,62.0,335.1,93.2,4.0,Marina Mall
1981,147,2023-07-15 20:15:00,Cardio,49.0,385.6,113.7,3.0,Marina Mall
1982,147,2023-06-07 14:30:00,Strength,50.0,342.3,133.9,4.0,Marina Mall
1983,147,2023-05-03 06:30:00,Cardio,50.0,338.8,146.0,3.0,Downtown
1984,147,2024-01-17 15:30:00,Cardio,61.0,455.1,130.7,1.0,Marina Mall
1985,147,2023-04-03 15:45:00,cardio,0.0,14.9,135.8,4.0,Marina Mall
1986,147,2023-07-04 14:00:00,Strength,55.0,367.0,125.0,2.0,Downtown
1987,147,2023-10-17 11:15:00,Yoga,72.0,403.0,129.5,,Marina Mall
1988,147,2023-11-13 19:30:00,Cardio,62.0,501.3,148.6,5.0,Marina Mall
1989,147,2023-11-20 10:45:00,Cardio,56.0,463.3,117.7,3.0,Yas Mall
1990,147,2023-10-03 10:15:00,strenght,37.0,228.3,,3.0,Downtown
1991,147,2023-05-31 15:15:00,Cardio,25.0,189.4,132.2,3.0,Marina Mall
1992,147,2023-08-26 16:15:00,Cardio,72.0,621.8,137.2,2.0,Marina Mall
1993,147,2023-09-03 16:45:00,Strength,,211.2,140.6,6.0,Yas Mall
1994,148,2024-06-04 16:45:00,Class,200.0,1197.7,,3.0,Marina Mall
1995,148,2024-11-30 17:30:00,Class,45.0,302.8,142.1,4.0,Yas Mall
1996,148,2024-09-03 06:30:00,Strength,52.0,274.4,121.0,5.0,Corniche
1997,148,2024-11-16 09:30:00,Cardio,83.0,630.9,118.5,5.0,Yas Mall
1998,148,2024-12-18 19:45:00,Class,57.0,376.5,118.3,2.0,Marina Mall
1999,148,2024-10-26 22:45:00,Class,52.0,,134.1,5.0,Corniche
2000,148,2024-10-16 09:15:00,Strength,56.0,407.3,101.8,3.0,Marina Mall
2001,148,2024-05-08 08:30:00,Cardio,39.0,259.6,134.2,4.0,Downtown
2002,148,2024-07-19 19:15:00,Cardio,74.0,598.7,141.3,3.0,Yas Mall
2003,148,2024-11-17 18:30:00,Cardio,40.0,307.2,149.7,5.0,Downtown
2004,148,2024-10-12 16:00:00,Cardio,34.0,210.3,143.4,4.0,Yas Mall
2005,148,2024-12-26 14:45:00,Yoga,57.0,355.3,146.1,4.0,Yas Mall
2006,148,2024-10-22 19:15:00,Strength,47.0,290.0,119.8,4.0,Yas Mall
2007,148,2024-10-11 20:30:00,Strength,76.0,514.4,144.2,2.0,Yas Mall
2008,148,2024-08-15 18:45:00,Strength,62.0,380.0,135.6,3.0,Marina Mall
2009,148,2024-11-04 07:30:00,Class,41.0,236.0,129.8,3.0,Downtown
2010,149,2024-03-08 20:15:00,strenght,60.0,387.8,116.3,3.0,Yas Mall
2011,149,2024-03-27 08:15:00,Strength,45.0,,,3.0,Marina Mall
2012,149,2024-03-15 15:45:00,Strength,44.0,324.7,139.0,1.0,Yas Mall
2013,149,2024-01-19 14:30:00,Yoga,67.0,387.4,125.0,2.0,Yas Mall
2014,149,2023-09-03 12:30:00,Class,26.0,126.4,129.7,5.0,Corniche
2015,149,2023-07-28 08:30:00,Cardio,36.0,277.6,140.3,4.0,Downtown
2016,149,2023-12-21 22:30:00,Yoga,41.0,221.1,128.7,,Yas Mall
2017,149,2024-03-04 12:45:00,Cardio,61.0,570.8,132.7,5.0,Downtown
2018,150,2023-09-17 07:45:00,Yoga,68.0,418.8,146.2,3.0,Corniche
2019,150,2023-05-25 21:00:00,Class,66.0,397.7,144.1,1.0,Marina Mall
2020,150,2023-07-11 21:15:00,Strength,47.0,261.8,137.7,4.0,Yas Mall
2021,150,2024-03-11 15:15:00,Cardio,77.0,600.8,139.3,3.0,Marina Mall
2022,150,2023-08-12 22:15:00,Cardio,105.0,787.4,131.1,1.0,Yas Mall
2023,150,2024-01-27 10:00:00,Cardio,46.0,384.4,136.4,2.0,Corniche
2024,150,2023-06-23 18:15:00,Cardio,63.0,475.6,122.2,3.0,Corniche
2025,150,2023-12-29 17:15:00,Class,57.0,345.5,114.0,3.0,Corniche
2026,150,2023-11-28 07:30:00,Cardio,34.0,307.2,126.7,4.0,Marina Mall
2027,150,2024-01-15 09:45:00,Strength,68.0,375.7,139.6,3.0,Yas Mall
2028,150,2023-06-30 10:30:00,Class,53.0,372.6,136.0,3.0,Downtown
2029,150,2023-05-24 16:45:00,Strength,56.0,412.9,146.5,4.0,Marina Mall
2030,150,2023-08-26 08:00:00,Cardio,51.0,471.1,111.3,3.0,Yas Mall
2031,150,2023-09-30 19:00:00,Strength,63.0,401.0,139.0,5.0,Downtown
2032,150,2023-09-01 14:15:00,Class,0.0,11.8,,1.0,Corniche
2033,151,2024-03-31 18:45:00,Strength,27.0,227.0,121.2,4.0,Corniche
2034,151,2024-05-05 13:15:00,Strength,77.0,443.6,126.4,4.0,Yas Mall
2035,151,2023-12-30 19:00:00,Strength,50.0,346.0,133.3,2.0,Marina Mall
2036,151,2023-06-29 18:15:00,Class,68.0,395.6,151.8,,Downtown
2037,151,2024-05-31 14:15:00,Cardio,37.0,335.6,117.9,4.0,Downtown
2038,151,2024-03-15 19:00:00,Yoga,46.0,313.9,116.9,4.0,Downtown
2039,151,2023-09-18 18:30:00,Cardio,42.0,332.3,99.4,5.0,Downtown
2040,151,2024-03-01 08:15:00,CARDIO,65.0,464.2,129.1,4.0,Yas Mall
2041,151,2024-03-16 17:30:00,Strength,31.0,171.7,143.8,1.0,Corniche
2042,151,2024-04-13 12:15:00,Cardio,73.0,611.3,132.5,4.0,Marina Mall
2043,151,2024-01-15 09:45:00,Strength,65.0,401.4,118.8,3.0,Corniche
2044,151,2023-11-03 15:45:00,Cardio,46.0,339.3,145.8,2.0,Corniche
2045,151,2023-08-26 16:15:00,Strength,200.0,1175.0,124.9,4.0,Downtown
2046,151,2023-11-08 07:15:00,Yoga,32.0,261.8,112.1,4.0,Corniche
2047,151,2023-10-15 15:15:00,Cardio,66.0,466.9,141.4,4.0,Yas Mall
2048,151,2024-01-21 22:30:00,cardio,56.0,465.2,153.7,3.0,Downtown
2049,151,2024-05-07 16:00:00,Class,64.0,447.1,134.6,2.0,Yas Mall
2050,151,2023-06-20 17:30:00,Cardio,32.0,306.9,136.5,3.0,Marina Mall
2051,152,2024-09-17 19:15:00,Cardio,69.0,,158.3,3.0,Marina Mall
2052,152,2024-08-28 22:15:00,Class,56.0,282.8,138.8,3.0,Downtown
2053,152,2024-09-04 06:30:00,Cardio,44.0,317.2,148.7,3.0,Yas Mall
2054,152,2024-11-12 16:45:00,Cardio,76.0,569.5,126.9,2.0,Marina Mall
2055,152,2024-12-31 15:00:00,Cardio,65.0,564.5,134.9,2.0,Downtown
2056,152,2024-12-06 09:00:00,Cardio,58.0,463.7,145.1,5.0,Downtown
2057,152,2024-10-22 17:30:00,Cardio,51.0,398.6,133.3,1.0,Yas Mall
2058,152,2024-10-21 11:15:00,Cardio,40.0,,132.7,3.0,Downtown
2059,152,2024-12-30 13:45:00,Strength,0.0,22.1,137.8,2.0,Corniche
2060,152,2024-09-27 07:45:00,Cardio,51.0,464.0,143.5,5.0,Yas Mall
2061,152,2024-12-03 15:45:00,Cardio,44.0,385.8,160.2,3.0,Corniche
2062,152,2024-11-30 21:15:00,Class,58.0,275.6,152.2,4.0,Marina Mall
2063,152,2024-12-07 12:45:00,Cardio,55.0,434.7,105.9,5.0,Corniche
2064,152,2024-12-01 15:00:00,Strength,58.0,391.4,,3.0,Marina Mall
2065,152,2024-12-07 17:00:00,Cardio,49.0,445.1,112.2,5.0,Downtown
2066,152,2024-12-07 19:45:00,Strength,34.0,174.7,147.7,3.0,Marina Mall
2067,152,2024-12-07 15:15:00,Yoga,38.0,212.2,136.5,2.0,Downtown
2068,152,2024-11-18 12:30:00,Class,51.0,299.7,127.8,4.0,Downtown
2069,153,2024-02-02 12:45:00,Strength,52.0,305.3,123.6,3.0,Corniche
2070,153,2023-09-26 18:15:00,Yoga,69.0,426.7,141.1,5.0,Marina Mall
2071,153,2024-03-05 08:45:00,Cardio,55.0,,132.9,3.0,Marina Mall
2072,153,2024-02-18 13:45:00,Strength,56.0,,118.6,2.0,Yas Mall
2073,153,2024-01-16 13:15:00,Cardio,64.0,579.1,113.3,4.0,Marina Mall
2074,153,2024-03-31 09:45:00,Cardio,71.0,591.3,133.2,4.0,Corniche
2075,153,2024-04-09 09:00:00,Yoga,0.0,-9.5,116.2,5.0,Downtown
2076,153,2023-11-19 16:45:00,Strength,36.0,,143.2,3.0,Corniche
2077,153,2024-02-22 06:00:00,Cardio,58.0,460.0,154.1,1.0,Yas Mall
2078,153,2024-01-10 15:15:00,Strength,60.0,379.4,122.8,3.0,Downtown
2079,153,2023-10-02 21:45:00,Cardio,55.0,498.3,130.0,0.0,Corniche
2080,153,2023-12-17 18:45:00,Cardio,67.0,565.2,167.3,2.0,Yas Mall
2081,153,2023-06-27 18:15:00,Strength,58.0,355.3,110.6,5.0,Corniche
2082,153,2024-02-12 09:15:00,Cardio,35.0,295.5,127.2,,Marina Mall
2083,153,2024-02-16 17:30:00,Strength,66.0,443.2,113.2,4.0,Yas Mall
2084,153,2024-03-13 16:30:00,Class,54.0,384.7,126.6,3.0,Downtown
2085,153,2024-03-30 10:30:00,Cardio,28.0,199.3,160.4,2.0,Marina Mall
2086,153,2023-11-15 11:00:00,Strength,56.0,284.1,110.9,5.0,Yas Mall
2087,153,2024-01-31 15:30:00,Strength,63.0,441.5,105.2,1.0,Corniche
2088,153,2024-04-18 10:30:00,Yoga,44.0,284.0,141.6,3.0,Downtown
2089,154,2024-10-08 20:15:00,Yoga,52.0,282.0,125.3,3.0,Corniche
2090,154,2024-08-08 09:45:00,Strength,66.0,400.3,130.3,1.0,Yas Mall
2091,154,2023-10-31 06:45:00,Cardio,44.0,304.7,130.6,5.0,Corniche
2092,154,2024-02-14 18:30:00,Strength,37.0,236.7,143.0,4.0,Marina Mall
2093,154,2024-10-04 09:30:00,Strength,57.0,338.8,124.0,1.0,Corniche
2094,154,2023-11-09 11:15:00,Cardio,51.0,422.6,116.3,5.0,Yas Mall
2095,154,2024-10-12 18:45:00,Cardio,69.0,587.6,125.0,3.0,Downtown
2096,154,2024-01-23 12:45:00,Cardio,76.0,540.6,115.0,4.0,Yas Mall
2097,154,2024-01-18 17:45:00,Strength,93.0,552.1,126.2,4.0,Corniche
2098,154,2023-12-06 22:00:00,Strength,55.0,319.7,143.9,4.0,Downtown
2099,154,2024-05-07 17:45:00,Yoga,48.0,249.1,116.0,2.0,Yas Mall
2100,154,2024-01-07 06:00:00,Yoga,,251.7,145.5,4.0,Corniche
2101,154,2023-11-04 20:15:00,Yoga,30.0,194.0,141.8,0.0,Corniche
2102,154,2024-01-12 22:45:00,Cardio,62.0,528.7,136.0,5.0,Yas Mall
2103,154,2024-10-07 13:30:00,Class,54.0,,131.0,5.0,Marina Mall
2104,154,2023-11-28 17:15:00,CARDIO,200.0,1664.0,89.9,4.0,Yas Mall
2105,154,2024-07-07 09:45:00,Yoga,64.0,371.9,136.8,,Yas Mall
2106,154,2024-07-13 14:30:00,Yoga,71.0,464.2,134.7,3.0,Downtown
2107,154,2024-09-12 20:45:00,Cardio,40.0,292.1,131.7,1.0,Corniche
2108,154,2024-01-17 06:00:00,Strength,64.0,389.7,156.8,3.0,Downtown
2109,154,2024-02-09 21:30:00,Class,47.0,234.1,146.9,5.0,Corniche
2110,154,2024-01-12 22:00:00,Cardio,53.0,420.1,134.6,5.0,Yas Mall
2111,154,2024-08-19 13:00:00,Class,67.0,447.4,138.0,3.0,Downtown
2112,154,2023-11-12 12:00:00,Yoga,43.0,303.0,102.4,2.0,Downtown
2113,154,2024-05-23 10:45:00,Cardio,42.0,346.6,145.4,3.0,Corniche
2114,154,2024-07-11 16:00:00,Strength,31.0,254.7,109.9,3.0,Yas Mall
2115,154,2024-02-01 13:30:00,Cardio,68.0,598.0,118.9,3.0,Yas Mall
2116,155,2024-05-06 16:00:00,Yoga,68.0,463.8,106.7,1.0,Corniche
2117,155,2024-12-14 18:00:00,Yoga,42.0,325.3,150.3,4.0,Yas Mall
2118,155,2024-08-16 22:45:00,Cardio,67.0,477.1,122.7,5.0,Downtown
2119,155,2024-09-27 11:45:00,Cardio,49.0,327.4,131.5,1.0,Corniche
2120,155,2024-09-05 07:30:00,Class,42.0,215.2,120.7,4.0,Yas Mall
2121,155,2024-06-18 16:15:00,Strength,89.0,,136.0,4.0,Yas Mall
2122,155,2024-12-25 09:00:00,cardio,,390.0,115.2,3.0,Corniche
2123,155,2024-12-07 06:45:00,Strength,57.0,323.0,111.4,3.0,Corniche
2124,155,2024-12-24 20:30:00,Strength,43.0,243.2,133.9,4.0,Marina Mall
2125,155,2024-07-03 09:00:00,Cardio,50.0,390.1,139.5,5.0,Yas Mall
2126,155,2024-11-17 06:30:00,Yoga,34.0,240.5,148.3,4.0,Corniche
2127,155,2024-11-19 07:00:00,Cardio,41.0,308.6,136.4,5.0,Corniche
2128,155,2024-11-09 13:15:00,Cardio,45.0,391.8,120.2,6.0,Marina Mall
2129,155,2024-11-15 14:00:00,Cardio,59.0,514.8,150.3,5.0,Corniche
2130,155,2024-09-04 19:15:00,Cardio,69.0,527.3,114.2,4.0,Downtown
2131,155,2024-12-03 10:00:00,Cardio,15.0,117.3,,5.0,Downtown
2132,155,2024-12-31 09:45:00,Cardio,200.0,1572.9,101.6,4.0,Corniche
2133,156,2023-10-10 11:15:00,Cardio,50.0,323.3,147.1,1.0,Downtown
2134,156,2024-04-29 13:30:00,Yoga,52.0,360.2,128.5,3.0,Downtown
2135,156,2024-04-25 16:15:00,Cardio,53.0,467.1,132.6,2.0,Yas Mall
2136,156,2023-10-20 16:30:00,Cardio,58.0,528.5,143.6,1.0,Downtown
2137,156,2023-10-17 10:30:00,Cardio,62.0,549.8,132.6,,Yas Mall
2138,156,2024-05-21 12:45:00,Strength,35.0,156.1,124.7,3.0,Corniche
2139,156,2024-07-29 13:00:00,Cardio,48.0,391.5,123.8,2.0,Corniche
2140,156,2023-09-05 18:30:00,Cardio,37.0,243.7,119.5,4.0,Marina Mall
2141,156,2024-02-26 07:45:00,Cardio,31.0,218.4,106.2,5.0,Downtown
2142,156,2024-02-19 06:00:00,Class,41.0,282.9,144.1,,Marina Mall
2143,156,2024-02-28 18:15:00,Cardio,55.0,339.6,128.8,2.0,Downtown
2144,156,2024-04-18 20:30:00,Cardio,74.0,602.9,109.1,3.0,Corniche
2145,156,2024-08-10 21:15:00,Yoga,55.0,357.7,147.2,5.0,Yas Mall
2146,156,2023-11-19 22:45:00,Cardio,45.0,305.2,102.8,0.0,Marina Mall
2147,156,2024-07-18 07:00:00,Cardio,44.0,411.1,141.9,1.0,Marina Mall
2148,156,2023-08-17 13:45:00,Class,72.0,439.5,143.8,2.0,Corniche
2149,156,2024-05-28 19:30:00,Yoga,31.0,230.0,110.1,5.0,Yas Mall
2150,156,2024-03-20 21:45:00,Class,36.0,187.3,125.2,5.0,Marina Mall
2151,156,2024-08-10 08:00:00,Cardio,54.0,420.0,112.9,3.0,Yas Mall
2152,156,2023-11-27 17:45:00,Strength,75.0,421.0,124.0,5.0,Marina Mall
2153,156,2024-06-03 18:15:00,Strength,47.0,228.1,,1.0,Downtown
2154,156,2023-08-30 15:30:00,Yoga,45.0,300.5,113.8,4.0,Downtown
2155,156,2024-01-15 15:00:00,Cardio,29.0,243.8,155.7,1.0,Marina Mall
2156,156,2023-09-28 13:00:00,Strength,52.0,352.0,184.6,5.0,Corniche
2157,156,2024-01-27 20:00:00,Strength,34.0,272.7,137.8,4.0,Downtown
2158,156,2023-12-13 16:30:00,Cardio,43.0,314.3,128.3,4.0,Yas Mall
2159,156,2023-10-18 09:00:00,Strength,0.0,-29.9,141.0,5.0,Corniche
2160,156,2024-01-03 09:45:00,Cardio,55.0,447.2,128.3,1.0,Yas Mall
2161,157,2024-12-01 22:45:00,Cardio,34.0,265.9,130.3,4.0,Marina Mall
2162,157,2024-08-19 19:45:00,Cardio,59.0,422.0,122.1,2.0,Downtown
2163,157,2024-04-23 12:45:00,Cardio,54.0,424.0,140.6,2.0,Marina Mall
2164,157,2024-11-05 09:15:00,Yoga,84.0,549.7,155.0,,Corniche
2165,157,2024-06-23 08:15:00,Cardio,42.0,264.9,88.1,2.0,Corniche
2166,157,2024-08-19 17:15:00,Strength,50.0,285.8,131.9,3.0,Yas Mall
2167,157,2024-11-06 15:30:00,Cardio,53.0,411.8,153.3,5.0,Marina Mall
2168,157,2024-08-01 14:00:00,Cardio,200.0,1667.7,151.2,3.0,Corniche
2169,158,2023-10-01 11:00:00,Strength,52.0,230.7,152.1,3.0,Yas Mall
2170,158,2023-06-15 06:15:00,Cardio,,271.6,137.5,1.0,Marina Mall
2171,158,2023-12-15 06:15:00,Strength,60.0,376.4,130.4,5.0,Downtown
2172,158,2023-04-16 07:45:00,Strength,48.0,304.0,150.4,3.0,Downtown
2173,158,2023-07-12 08:45:00,Cardio,68.0,560.4,141.1,3.0,Downtown
2174,158,2023-07-08 17:00:00,Cardio,46.0,434.5,131.2,3.0,Corniche
2175,158,2023-08-08 13:45:00,Yoga,82.0,507.1,138.8,4.0,Marina Mall
2176,158,2023-09-28 19:30:00,Yoga,52.0,355.7,134.6,3.0,Corniche
2177,158,2023-03-28 11:30:00,Strength,33.0,156.2,119.3,3.0,Marina Mall
2178,158,2023-12-14 16:45:00,Cardio,0.0,-7.9,136.6,2.0,Marina Mall
2179,158,2023-07-02 11:15:00,Cardio,50.0,410.8,117.2,5.0,Downtown
2180,158,2023-03-13 18:00:00,Cardio,51.0,443.6,144.3,3.0,Marina Mall
2181,159,2024-01-16 13:45:00,Cardio,24.0,184.7,156.5,1.0,Marina Mall
2182,159,2023-09-30 12:30:00,Class,36.0,132.7,124.2,6.0,Marina Mall
2183,159,2024-04-08 13:15:00,Yoga,39.0,235.9,142.5,1.0,Marina Mall
2184,159,2023-11-16 13:45:00,Strength,81.0,459.3,122.8,2.0,Downtown
2185,159,2024-05-18 10:00:00,Strength,52.0,359.6,119.5,3.0,Downtown
2186,159,2024-04-20 18:45:00,Strength,64.0,381.5,130.6,4.0,Marina Mall
2187,159,2024-03-17 15:30:00,Strength,27.0,117.3,120.4,2.0,Marina Mall
2188,160,2024-11-15 11:00:00,Cardio,200.0,1572.0,130.3,2.0,Corniche
2189,160,2024-08-05 10:15:00,Cardio,45.0,343.9,118.5,3.0,Downtown
2190,160,2024-11-23 16:30:00,Cardio,31.0,263.2,116.0,4.0,Yas Mall
2191,160,2024-04-01 18:45:00,Strength,54.0,369.0,153.1,4.0,Corniche
2192,160,2024-11-14 16:00:00,Strength,43.0,272.1,139.5,4.0,Corniche
2193,160,2024-10-19 08:30:00,Strength,74.0,382.3,120.6,,Marina Mall
2194,160,2024-05-23 09:30:00,Class,65.0,386.1,139.9,4.0,Corniche
2195,160,2024-02-16 16:45:00,Yoga,31.0,244.0,100.6,5.0,Downtown
2196,160,2024-10-12 18:45:00,Cardio,45.0,417.9,105.9,5.0,Marina Mall
2197,160,2024-07-16 11:30:00,Strength,54.0,308.8,121.3,2.0,Downtown
2198,160,2024-10-03 14:15:00,Class,40.0,157.2,135.6,2.0,Marina Mall
2199,160,2024-09-17 08:00:00,Cardio,53.0,345.8,136.4,4.0,Marina Mall
2200,160,2024-02-25 07:00:00,Strength,26.0,143.8,,3.0,Corniche
2201,160,2024-07-15 22:30:00,Strength,25.0,108.8,111.8,3.0,Yas Mall
2202,160,2023-12-08 11:30:00,Class,42.0,237.1,144.2,4.0,Downtown
2203,160,2024-09-02 06:45:00,Strength,31.0,177.8,132.5,3.0,Marina Mall
2204,161,2024-12-24 09:45:00,Strength,63.0,398.8,139.5,3.0,Downtown
